,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
7744,JPM,HPE,GWW,AON,PH,ACN,VFC,DOW,UAL,ROST,CNC,EVRG,D,TPR,HPQ
7745,JNPR,MRNA,ADP,PTC,XTSLA,DXC,SO,SNPS,ORCL,TSCO,BWA,ECL,ALL,TFX,MGM
7746,FCX,TJX,MPC,SIVB,ECL,AOS,CSX,CPB,NTRS,PAYC,BDX,TGT,WRB,LKQ,CTAS
7747,TRV,CFG,EA,BEN,BRO,WST,RF,BBWI,ES,GM,ROK,RHI,ALK,LUV,FBHS
7748,LNC,PARA,DAL,ZION,PSA,PNW,PFE,XRAY,MSI,NOW,PAYX,BLL,RTX,DVN,AVGO
7749,AES,TJX,HIG,L,BKR,DAL,DXCM,NVDA,EMN,TFX,ICE,ALL,DHR,FCX,MSCI
7750,QRVO,DE,TDY,BR,LIN,KEY,VZ,CMI,BMY,CE,AEE,AMAT,KMX,NWL,TECH
7751,MPC,GRMN,WRB,ZBRA,EQIX,BDX,PGR,SNA,PTC,COO,JBHT,DAL,RE,WRB,CTXS
7752,MPWR,GNRC,BRO,NOC,UNH,LMT,PEAK,MPC,MRNA,CDNS,AZO,FRC,PVH,HIG,JBHT
7753,DLR,NSC,ROST,PSA,MDLZ,SPGI,LUV,DXC,SEDG,NDAQ,WM,ADBE,HES,PM,TTWO
7754,HII,BBWI,SO,FFIV,FISV,SPGI,MRK,OKE,WBD,HON,HWM,HAS,HST,DAL,ROST
7755,TXN,SRE,ROST,COO,CMG,WMB,PEG,LLY,IDXX,CDAY,HST,ADP,AON,MMC,AXP
7756,TROW,BK,ROK,ZTS,IR,BLL,INTU,KMB,KMB,DD,AJG,LYB,EMR,CMCSA,ORLY
7757,NFLX,SLB,FOXA,SPG,FE,AVB,WFC,SBAC,NWSA,MRNA,ROL,PFE,KIM,OGN,ISRG
7758,DE,TDG,CFG,LRCX,HLT,JNJ,TGT,BK,MLM,OGN,ROP,TAP,BRO,VRSN,DPZ
7759,J,PWR,IVZ,FTV,ZTS,HON,HON,MPWR,CHTR,NI,GIS,FTV,C,GWW,RHI
7760,IPGP,ANET,UAL,CNP,SEDG,NWSA,ABT,INTC,NEM,SYF,LLY,NTRS,LNT,NUE,AWK
7761,GPC,SWKS,DOV,ANSS,AVGO,CCI,XOM,CFG,BRO,JPM,CVX,ROP,XEL,NEM,ITW
7762,ESS,HIG,KMX,ZBRA,CMA,BRKB,CSX,WHR,AES,PRU,SYK,CNC,NEM,MA,PKG
7763,LH,WHR,CPT,GM,CARR,LYV,AWK,AMAT,HUM,KO,PG,LYB,AEP,TSN,UBFUT
7764,FRT,LRCX,DD,TFC,AFL,PAYC,RSG,INTC,GNRC,CHTR,NDSN,URI,EMR,A,VLO
7765,L,NLOK,BLK,AVB,GOOG,DHI,BFB,DE,MDT,PEAK,ABT,PSA,MDT,FOX,COST
7766,AIZ,ESS,MHK,BR,OXY,CME,TECH,MCK,MAA,JBHT,SEE,HON,AXP,WAB,EOG
7767,KEY,WELL,GNRC,WDC,DXCM,FANG,SYY,ZBH,NOW,GM,JKHY,CZR,DVA,MSCI,BXP
7768,GL,BR,SLB,PEP,PSX,ZBRA,BMY,GILD,MPWR,MKTX,CTVA,PWR,EA,MSFT,PNC
7769,AAPL,IP,LW,SPG,RF,WHR,LYV,AES,DE,SEE,NEM,BKR,MCHP,ABBV,MKC
7770,HD,DG,DIS,ZBRA,POOL,PTC,EXPD,ALB,ARE,PFE,PNW,ISRG,AAL,ORCL,CBOE
7771,SHW,COO,MPC,IP,UHS,YUM,MSI,ANSS,UNP,LOW,FIS,PFG,DE,RE,DOV
7772,VTRS,LUMN,LH,ADI,EVRG,GNRC,HES,LNT,STE,JPM,LW,PCAR,KIM,SCHW,WRK
7773,WEC,EQIX,KLAC,CTLT,BIO,LUMN,AMGN,MNST,REGN,ORCL,STE,MOS,IP,SIVB,AWK
7774,DXC,PAYX,AMT,AME,AJG,ALK,FE,CMA,EMN,MAA,HAL,ABMD,PEG,ABBV,EA
7775,NRG,GIS,CSX,CMI,LUV,OKE,SEE,MMM,WMT,MKTX,TXT,KMI,NEE,SEE,FOXA
7776,PEG,PKI,JCI,KHC,MTCH,T,PWR,TRV,ADBE,USD,RHI,AJG,CL,WRB,ALL
7777,MPC,PWR,VTR,AAL,AIZ,VNO,TSLA,CDW,COO,PPL,HPE,BAX,PARA,WAT,MDLZ
7778,ODFL,APA,ESS,ZTS,ADSK,STX,ANET,PTC,INTC,NVDA,F,AES,BLL,RL,MCHP
7779,TECH,LW,CMS,UBFUT,DTE,INTU,MTCH,TFC,CSCO,FB,CBOE,PWR,CHRW,LKQ,SWK
7780,PM,TSLA,C,BFB,LKQ,APH,DISH,ALK,TRV,PSA,VRSK,IQV,CCL,CTXS,CINF
7781,TJX,K,EW,AMCR,VRSN,EXPD,SHW,FDS,MCK,ATVI,NDSN,PEAK,PNW,ULTA,FITB
7782,TEL,NLSN,DHR,ABT,SYK,APA,FDX,DUK,LOW,KMX,VZ,MLM,OGN,QRVO,ADI
7783,HII,TEL,TT,AAL,PLD,RE,XEL,PFE,ORLY,JNPR,WRB,ADSK,DFS,IVZ,PEAK
7784,PYPL,VRSN,L,DOV,ITW,CPRT,JCI,TXT,GLW,MAS,SPG,A,HES,HBAN,FLT
7785,WY,TECH,KMI,PAYX,BIIB,CPT,IFF,TRMB,CEG,PH,AVGO,IVZ,MTCH,RL,NLOK
7786,CEG,RJF,J,ROK,IP,TMUS,PEG,KEYS,MDLZ,KMX,MNST,MNST,KR,DXC,SLB
7787,AJG,MET,ZTS,GIS,MTCH,MO,PNW,JKHY,BKNG,ALK,FE,FRC,VZ,CCI,WMT
7788,GILD,LUMN,ISRG,BEN,IQV,NUE,DXCM,BA,MET,RTX,CTAS,ANTM,FANG,REGN,JNJ
7789,TSCO,NEM,YUM,HCA,ACN,JNPR,GL,IT,AVGO,J,BAC,UBFUT,BIIB,SEE,GD
7790,IP,URI,COP,O,V,JKHY,MTD,ATVI,COF,RE,HRL,NWL,NLSN,AIZ,AFL
7791,NWSA,HUM,COST,GLW,DLR,PCAR,PNW,SCHW,PPL,EPAM,UPS,NOC,A,TAP,MTCH
7792,AME,ARE,CPT,AMD,AMAT,NSC,USD,ZBH,NTRS,HCA,UHS,SHW,JKHY,EOG,AMAT
7793,APH,HLT,DAL,SCHW,KMI,BBWI,PPL,WRB,PPG,A,RE,SHW,MRNA,AAL,SYK
7794,NDAQ,XOM,NEM,SJM,CTLT,AES,ANET,AVY,CHTR,F,AWK,CF,MMM,GD,XRAY
7795,AVGO,A,MAA,CDNS,BR,UHS,GL,FTV,CCL,PENN,JNPR,DHI,UNP,EW,UHS
7796,ADP,HBAN,APTV,ZION,ROP,BSX,TXN,ATO,ADP,GOOG,EOG,AVY,EXC,APTV,AXP
7797,DLR,IR,SHW,LHX,SWKS,PHM,CL,XTSLA,FANG,GPC,CBRE,FISV,IQV,GLW,ULTA
7798,BLL,FOX,TXN,HUM,ETSY,ADBE,TRMB,UBFUT,FDS,SEDG,LDOS,UAA,HPQ,MCO,ROP
7799,COP,SPGI,TGT,MMM,BKNG,MAS,QRVO,KMB,NWS,MMC,WHR,BKNG,NWS,BFB,ACN
7800,PKG,ILMN,HWM,CHD,GILD,CPB,GE,TFX,WRB,AXP,MTD,KEYS,DD,WST,ORCL
7801,ABT,BSX,ADP,CZR,SYF,EIX,MS,UAL,EMN,OKE,TAP,DTE,CEG,HUM,MPC
7802,TYL,ANTM,ANSS,ROK,GLW,V,MET,DOV,ES,SYK,NDAQ,NLSN,MSFT,PWR,GL
7803,NI,AME,SWK,CHTR,DVA,NEE,ETN,NEM,CNC,T,LUMN,IRM,DOW,COF,CDNS
7804,STE,CMI,PTC,HSIC,MHK,MU,SEDG,CLX,MOH,PSA,ACN,LHX,HRL,CFG,COST
7805,ZTS,CHTR,MOH,BBY,CSX,FDS,FFIV,PGR,EPAM,RSG,VRSK,PFG,ACN,XOM,MO
7806,EMR,BMY,ES,ZBRA,DOV,CTLT,KR,NXPI,EQR,TECH,SBNY,SWK,BA,LUMN,BSX
7807,TT,PPG,CTRA,NWSA,T,OMC,CHTR,TYL,TYL,APD,DXC,TFX,NOC,XRAY,BAX
7808,EFX,PM,LOW,IRM,MDLZ,DHI,HCA,SYF,HON,CDNS,PARA,ALGN,CMI,FISV,SWKS
7809,CCI,BIIB,APA,PEAK,VZ,SRE,DAL,MO,RJF,ABT,DD,JBHT,NTAP,TMUS,MNST
7810,UNP,CTLT,LVS,GNRC,NXPI,BRKB,VRSN,JNPR,GPC,WMB,ADM,UNP,FTNT,AON,TSN
7811,PSA,MGM,MPWR,PCAR,ANTM,MOS,D,HLT,BKR,MAA,CF,FITB,CAH,IBM,RMD
7812,MU,CCL,WYNN,MS,UA,MTD,CAH,AVB,IPGP,REGN,EA,IPG,MMM,LOW,BAX
7813,FBHS,CF,ABC,VNO,NTRS,EMN,ADI,TECH,ALLE,DRI,PSX,LUMN,MS,IVZ,SPGI
7814,TAP,WAT,GS,PFE,NOW,AMT,IQV,IQV,GLW,HIG,ZION,IFF,ORCL,KHC,TROW
7815,MU,EBAY,MTD,WHR,RMD,CI,CHRW,SCHW,ADBE,CPT,BBY,TGT,HES,INCY,PEG
7816,ETSY,VRSK,HCA,WHR,KMB,EA,SLB,AMP,HES,MOH,NEM,AKAM,PVH,LDOS,CRM
7817,CLX,EQIX,PNC,GIS,CAT,LEN,DLTR,CEG,ATVI,NLSN,CRL,CVX,ALGN,NDSN,BDX
7818,EQR,MNST,MCHP,PARA,PSX,MRO,COP,CF,MAA,ABBV,RSG,ICE,XOM,DFS,WM
7819,NUE,NEE,BKR,SO,XTSLA,WYNN,BEN,WAB,ILMN,MSI,AXP,CTSH,XRAY,ABT,KLAC
7820,AIZ,LDOS,HST,TSLA,PSA,JNJ,OGN,ODFL,ZTS,KLAC,MKC,CTLT,ESS,ESS,TFC
7821,TXT,TGT,EXR,CVS,PSX,BRKB,WBD,MDT,ORLY,CVS,HST,MPC,SWKS,SYF,ABT
7822,BRO,MCD,CMCSA,ROK,FDS,FIS,EXC,AKAM,WBD,BBY,CINF,V,KHC,LVS,LUMN
7823,ABMD,F,NFLX,ZION,EQR,EA,VRSN,DLTR,CFG,VRTX,JCI,UAA,HBAN,UA,RL
7824,LW,HST,IRM,NTAP,ROL,TECH,TECH,LUV,BMY,MRO,AVB,MHK,TER,BWA,IBM
7825,SBAC,TECH,SHW,KMX,KO,ICE,OXY,VRSK,WELL,GPN,AXP,COO,F,WMB,IT
7826,PHM,CPT,FBHS,REG,NTRS,SCHW,AAPL,SRE,PTC,ETSY,FRC,ROP,JPM,FOX,ROP
7827,ADM,CTLT,DHR,JNJ,MPWR,IP,UBFUT,CPB,HWM,RHI,SIVB,NVDA,FOX,TSN,BA
7828,AIG,ZTS,OTIS,XYL,DG,DLTR,HSIC,XEL,NXPI,FTV,CNP,WTW,MO,LHX,CTSH
7829,COF,MLM,CEG,MKC,MMC,V,TAP,BRKB,EXC,ROST,IEX,K,BKNG,DLTR,PGR
7830,MSCI,O,SLB,OKE,BAC,KMI,MAS,EXPD,AJG,MA,MRK,FISV,DISH,ROP,RMD
7831,NWS,MAS,PNC,IR,AIG,LVS,MGM,CVS,ISRG,DGX,HAL,PSA,ORCL,WEC,USD
7832,JCI,USD,KIM,ROP,ROL,NXPI,LKQ,NI,TXN,MU,TROW,GPN,AFL,EPAM,TT
7833,EXPE,NLSN,NUE,DPZ,ECL,REG,PPL,TROW,VMC,BKR,NWSA,EIX,CMG,RE,SYK
7834,DXC,ARE,FAST,NWL,IFF,ORLY,ABMD,AOS,PYPL,APD,NOC,CE,APH,COF,DPZ
7835,PNC,IEX,BDX,WAB,TECH,MHK,PNC,ANET,ROK,EL,GE,MKC,WTW,SO,CAG
7836,ALL,ISRG,CMI,APA,ETN,LUMN,ITW,EA,MTB,ADSK,IDXX,AAPL,VTRS,MPC,NI
7837,PCAR,BBY,PTC,WTW,GL,REG,TSLA,MAS,FOX,KIM,SBNY,CBOE,IEX,CRL,KIM
7838,PSA,JPM,MTB,CCI,GRMN,TSLA,STT,ADI,ETSY,UNH,CDAY,ROST,UPS,COF,ALLE
7839,DXCM,ITW,ROL,CSX,LEN,WMT,BMY,VRSK,KMX,AOS,MAS,LUMN,LVS,SLB,PAYX
7840,FRC,NVDA,SRE,NI,EXR,OXY,ETN,MPC,GE,ORLY,UHS,SCHW,MPWR,LOW,XTSLA
7841,GD,LNT,WTW,CAG,AIZ,LIN,BAC,MAR,BXP,IRM,LRCX,LUMN,LKQ,CDW,GPC
7842,SIVB,TFX,RTX,LEN,IT,MRK,CEG,TRV,EIX,PFE,APD,OTIS,ADSK,PVH,SBNY
7843,IPG,WHR,DGX,ILMN,SWKS,CMS,CMCSA,SBAC,DLR,AAPL,PM,VZ,RJF,VTR,TJX
7844,PRU,PSX,ABC,IQV,DISH,JCI,KO,TSN,COF,GILD,DPZ,PHM,K,ISRG,TGT
7845,ACN,IR,UA,CTXS,DOV,MKC,RHI,ATVI,KIM,AVB,ADP,CFG,MSI,PG,GOOG
7846,LYV,ADSK,WM,CSCO,USB,BKR,DISH,WFC,MDT,UPS,LVS,PEAK,TAP,ATVI,MOS
7847,KEYS,IEX,WMT,FRT,BK,BAC,AAPL,CFG,CVX,FOXA,AON,TXN,INCY,AKAM,CTSH
7848,CLX,TJX,KMX,BXP,MTD,TROW,TDG,ISRG,DG,CCL,ES,LRCX,AIZ,ZBH,FISV
7849,TECH,RF,ALL,EMN,OGN,GOOG,NFLX,CB,AOS,PG,BIIB,AFL,V,TTWO,NDSN
7850,SBAC,PARA,CCL,K,CTLT,PAYX,LYB,DG,ABBV,CL,KMI,ED,BAX,CAG,CTXS
7851,CMI,DUK,ZTS,BIIB,ARE,NXPI,OKE,VZ,YUM,IEX,REGN,GNRC,CLX,ROP,DLTR
7852,EQIX,GILD,KEY,CHD,GL,LH,HBAN,ES,LNT,AEP,PTC,STX,MOH,EXPE,IPGP
7853,F,WELL,VLO,DLR,SCHW,EPAM,GD,MHK,FRC,HSY,IP,WY,AMGN,PEAK,NTRS
7854,L,MA,TRMB,MDLZ,FMC,KMB,NWL,USD,WMT,CAT,UA,LHX,EL,MTB,IVZ
7855,LEN,BAC,TRV,CI,WMT,SLB,T,YUM,GILD,HON,PFE,VTR,BRO,EXC,CPT
7856,DHR,JKHY,PYPL,SWKS,PKI,CNC,DTE,AMCR,JCI,SEDG,MLM,ACN,AFL,GS,HUM
7857,POOL,DGX,RHI,NTAP,MOS,MRO,PG,MSFT,BKR,MET,EQIX,BMY,MTD,CHRW,CBRE
7858,CTAS,CNP,MTCH,TECH,DIS,MSCI,NFLX,OMC,IPG,AEP,WFC,PHM,DLR,BBWI,DPZ
7859,PFG,BAC,WRB,FAST,DTE,D,HAS,SNPS,SBUX,UDR,CRM,WYNN,DIS,POOL,ALGN
7860,TAP,NCLH,L,RTX,WYNN,HAL,UAL,DISH,ES,IBM,TXT,DXCM,FOX,LW,FRT
7861,EXC,V,APH,IR,ROL,UAA,UAL,JBHT,MGM,TAP,RJF,GIS,MHK,NTAP,PEG
7862,SJM,TMUS,IRM,CB,MSI,FLT,WBA,KMI,APTV,MAS,NCLH,COST,CAH,KEYS,ALLE
7863,IBM,YUM,TFX,CL,NOW,NTRS,GIS,ITW,WY,FDS,CINF,BDX,ATO,KR,QRVO
7864,CSX,ADI,AMGN,ECL,LDOS,ATO,BIO,RJF,DVA,WRK,LNT,AIZ,SCHW,CFG,WM
7865,ALLE,KIM,COST,WMB,AES,SWKS,CTAS,MOH,ES,EVRG,ISRG,KHC,BBY,DXC,RE
7866,IPG,SNA,GM,WM,DG,FITB,CVS,ZTS,OGN,DRE,SEE,PXD,STZ,NWSA,BEN
7867,DOW,ADP,AVB,ABMD,PKI,ZBRA,BKR,RTX,APH,PSX,DTE,MRNA,DLTR,HUM,PSX
7868,ADI,TYL,FTNT,LMT,GPN,INCY,EFX,MDT,IPGP,BEN,CMG,IPG,TMUS,BAC,ORLY
7869,FRC,AAPL,TSLA,JPM,ADM,TEL,ADM,ULTA,APTV,MCD,EXPE,CE,KIM,XOM,EFX
7870,GPN,BKNG,IRM,APD,IFF,FCX,JBHT,WMT,MET,AMCR,D,LVS,WAT,AVB,IQV
7871,DLTR,VZ,SIVB,ZION,COST,AMP,TDY,ITW,SIVB,UBFUT,TT,PSA,TECH,HES,ROL
7872,FAST,WYNN,SHW,JKHY,FOX,BAX,MAS,LUV,LEN,NKE,CE,ROP,WY,EA,LEN
7873,PGR,STE,FISV,WMT,HUM,PWR,ATO,C,A,AMD,CINF,MPWR,TAP,HCA,TDY
7874,MET,MCO,COO,JKHY,MRK,RMD,AIZ,COP,REGN,ABC,NOC,BIO,NTAP,SEE,MAA
7875,CRM,UNP,CTXS,WY,COF,SEE,ANTM,TFX,LMT,HD,AVY,PARA,BLK,UHS,C
7876,SLB,ZBRA,PCAR,ECL,EFX,AXP,OTIS,ABBV,CBRE,PH,TWTR,GD,ESS,HRL,MDLZ
7877,FAST,JCI,NFLX,CMI,HUM,TRV,TXN,PPL,CDNS,DPZ,BMY,ROL,STE,GWW,PCAR
7878,BFB,SBAC,KMX,SNA,KHC,COF,EBAY,AEP,AVY,NTAP,MSFT,DVN,KO,SWKS,RTX
7879,ZBH,HOLX,BWA,EXPD,STX,USB,SWK,DPZ,CVX,UPS,PLD,FTNT,AES,WM,SPG
7880,IR,PYPL,NI,COP,INTC,ADSK,PAYX,AFL,ROK,L,FDX,ALLE,DOV,BDX,CZR
7881,O,BKR,ALK,USB,PLD,MMC,FFIV,AWK,STE,QCOM,TWTR,SLB,AFL,CBOE,WMT
7882,XYL,KMB,IQV,KMI,AFL,HLT,FTV,V,ROP,DGX,FB,CVS,J,FANG,AZO
7883,SCHW,C,ZBRA,INCY,MMM,CINF,WTW,BLK,NWSA,CBRE,NLOK,NRG,TRMB,HES,BFB
7884,CTRA,NTAP,CF,FOXA,ANET,TWTR,L,LIN,FRC,WYNN,ECL,MSCI,FMC,GM,PGR
7885,PGR,ECL,ATVI,VRSK,LYV,HPE,AAL,FTNT,CLX,HON,CDNS,CBOE,BEN,DOW,CSX
7886,AME,EQIX,FFIV,PNC,SEE,F,AKAM,ETSY,DRE,LEN,WELL,EVRG,FBHS,WTW,EXR
7887,APH,DXCM,UAL,PGR,J,MOS,IRM,TER,BKNG,DLR,DLTR,APD,MCHP,MET,EMN
7888,ZBRA,LLY,WRK,PLD,AVGO,NTRS,MOS,CB,MPWR,UNP,OMC,COP,SPGI,ANTM,UA
7889,EVRG,IDXX,WMT,AEE,UBFUT,SWK,KEYS,BXP,WM,PSA,SPG,MTB,MTD,TRMB,MAR
7890,CHD,ISRG,TFC,DFS,AOS,MAR,KEYS,AEP,SYY,MET,KIM,FRC,DFS,COO,EQR
7891,PXD,FE,UDR,NDAQ,BEN,ADM,LDOS,MRK,CMS,GILD,SEDG,BFB,SNPS,MAS,MRK
7892,VRSK,WFC,MMC,MU,AIZ,PFE,RL,NUE,ROK,LRCX,MU,OXY,SWKS,HUM,MSFT
7893,DUK,ROK,MCD,AEE,TDG,KIM,UAA,PPG,AMT,LH,PH,SCHW,LYV,LW,FLT
7894,MA,HPE,EIX,SNPS,BSX,A,CDAY,JCI,RHI,EA,CERN,SRE,CTSH,HII,DVN
7895,LKQ,AMD,MS,CB,APTV,COF,EMN,SRE,CTRA,T,PG,UA,NDSN,ROK,AWK
7896,TJX,SBAC,DXC,APA,NXPI,AON,BAC,URI,MPC,ROK,ARE,J,FRT,EXR,UA
7897,WY,MKC,MMC,QRVO,PGR,PKI,YUM,TMUS,TMUS,FRC,PEP,AME,WHR,ALLE,ROL
7898,ATVI,TDG,TGT,MA,SLB,HD,BBWI,ANSS,ITW,XRAY,KIM,NDAQ,NTAP,NCLH,FMC
7899,STZ,IFF,ALL,CDW,XRAY,CDW,MCD,LYV,XYL,LUV,VRSN,WM,FIS,UPS,KMB
7900,VLO,KEYS,CRM,PFG,AAP,ABT,RHI,MRO,CSCO,BKNG,CCI,SYY,TJX,SYK,IT
7901,WAT,ZTS,HRL,BAX,CMS,DOW,MHK,ZION,RF,COF,ZBH,BA,GRMN,SNPS,IT
7902,OMC,DAL,MS,INCY,BDX,DD,ORCL,LUMN,LVS,CME,TEL,LHX,MS,CNC,EXR
7903,MCHP,PTC,OGN,CPB,EVRG,ATO,VFC,PHM,TTWO,SYF,HWM,SBNY,CRM,CSCO,D
7904,VFC,AMD,AAPL,FRT,L,GS,SHW,AMT,CPRT,CBOE,IEX,FCX,CNP,APH,PFE
7905,COP,AMGN,ALK,ZION,VRSK,TXT,UNH,NVR,AFL,AAP,WDC,EQIX,DLR,HIG,SBAC
7906,BKNG,WELL,MSCI,IQV,RL,PPG,CMA,VTRS,ANSS,HLT,CDNS,TWTR,HWM,AMD,POOL
7907,VTRS,TER,PVH,KIM,EIX,VRSN,XEL,CVS,MU,ANSS,BIIB,ISRG,PHM,IFF,GD
7908,LNT,DVA,MRK,HAL,KR,CF,GS,V,DLTR,ADBE,REGN,NOW,NDAQ,WYNN,WMT
7909,DVN,MKTX,DUK,NOW,WY,MCD,PPL,INTU,KLAC,APH,ODFL,NEM,D,PSA,FISV
7910,HES,HBAN,PCAR,COP,A,C,COST,CNC,TT,PNR,VTR,SYK,CSX,TSLA,HAS
7911,TFC,WMB,SWKS,WMB,VMC,APTV,SEE,NEE,NWL,LHX,BXP,ENPH,UPS,VFC,CMA
7912,FTV,CHTR,TRV,PSA,CRM,AAPL,MNST,WBA,APA,SWKS,GPN,CL,STT,ZION,LHX
7913,MKTX,IEX,HRL,PARA,CSX,FDX,TMO,ROST,BA,GRMN,EXR,AEE,EQIX,MOS,CF
7914,HCA,MAS,BSX,EMN,FDX,HPE,HES,HAS,JCI,FANG,ATO,GPC,LVS,CB,RF
7915,A,TT,NWL,FFIV,A,PAYX,WST,CVX,ANSS,AJG,AJG,ABBV,GPC,XRAY,EXR
7916,SBNY,NLSN,BKNG,ATO,DHI,CFG,BXP,WDC,QCOM,FAST,FISV,SYK,SNA,CSCO,APTV
7917,PLD,EVRG,BA,SWK,WAB,FTNT,MCHP,JPM,FOXA,MLM,SWK,PEP,NOW,CI,ITW
7918,BSX,MPC,FITB,STX,INTU,BXP,ALLE,NUE,LLY,BK,NSC,POOL,ANTM,PKI,GOOG
7919,NXPI,RHI,PAYC,AEP,NI,IVZ,OKE,BIIB,VFC,SYF,C,BAC,TECH,ITW,FDS
7920,AAP,CVS,LMT,CRL,EVRG,DRE,AMP,ADP,ADI,WM,UDR,TYL,DIS,PHM,PTC
7921,PRU,FE,CZR,NWSA,EL,CRM,WRK,CEG,JCI,KLAC,UDR,CCI,BSX,AMGN,LOW
7922,V,NKE,NKE,GILD,F,STZ,PSX,STZ,ARE,UAA,VTR,ALK,EXPD,MGM,RJF
7923,AEE,SLB,DLTR,VZ,REG,J,NFLX,TMUS,TDY,AMZN,KHC,NDSN,HIG,RSG,MPC
7924,HST,LIN,NWS,FRC,PPL,PG,CZR,WEC,WEC,ATVI,HIG,HAS,UDR,MTCH,BSX
7925,D,CL,ADI,HLT,ECL,FE,XOM,STE,EXR,PNR,SBUX,HLT,ITW,BSX,AWK
7926,TSCO,DHI,WM,CTXS,IPGP,MMM,CSCO,ZION,CTVA,NLOK,MMM,MS,CTSH,HPQ,GILD
7927,AEE,LUMN,EQIX,NWSA,ROL,PTC,NCLH,RF,ULTA,TYL,STT,MTCH,VNO,V,DTE
7928,BIO,SNPS,COF,WY,FISV,AXP,NDSN,EXC,XTSLA,SEDG,ADI,ABMD,BRO,NCLH,GPC
7929,CFG,PCAR,CBOE,BKNG,CI,AKAM,SNPS,BA,ATO,EXC,NLSN,KO,KHC,IPGP,V
7930,GE,TAP,AZO,PNR,AMP,BFB,DIS,SBAC,TGT,SJM,LNC,MHK,BLK,SYF,TECH
7931,AVGO,LYB,DFS,MCD,AEE,GE,VNO,PAYC,SPG,SEDG,KR,WRK,GOOGL,CI,GNRC
7932,GL,FOXA,BA,MAS,IDXX,DLR,NSC,BAX,LUV,CBOE,MGM,YUM,KLAC,GIS,LRCX
7933,NOW,FB,T,F,AVY,A,ABMD,MU,PAYX,RF,BK,DPZ,FDX,OGN,LLY
7934,LNC,SWK,HOLX,BEN,RSG,IPGP,ALLE,NI,MA,BA,ZTS,HUM,MDT,VNO,FBHS
7935,ADSK,MTD,GWW,FTNT,CRM,FLT,NI,AMGN,TRV,MTD,TAP,WMB,NVR,VLO,WRK
7936,BK,BIO,ETSY,TER,MS,MRO,REG,EOG,MRO,SJM,ALK,AOS,CI,CME,CSCO
7937,CINF,MRNA,KO,PAYX,HOLX,AMD,PEP,EL,FBHS,EMN,SIVB,ANTM,LYB,RHI,HST
7938,FOX,PKG,VRSN,PHM,RL,CERN,AMP,FBHS,CDW,SLB,GD,AON,NEE,MGM,NKE
7939,LRCX,BDX,INTU,BDX,BMY,CRM,BK,LW,LNC,HST,CMCSA,KHC,AXP,DPZ,RSG
7940,AVGO,BMY,PKI,MRO,NEM,CZR,WEC,MLM,AMZN,UHS,LYV,SBUX,K,BR,TFX
7941,ORCL,SCHW,CTSH,CDW,FMC,FTNT,ROL,BR,TFX,MMM,MAS,RMD,CTAS,ROK,IBM
7942,USB,COST,MTD,IP,F,CSCO,CMCSA,O,HPE,LUV,TDG,PG,CHTR,NWSA,BIIB
7943,DUK,VMC,HSY,LW,KMI,CVS,AMCR,TSN,LIN,EPAM,LW,USD,BK,DOV,MMC
7944,IPG,EXPE,ANET,FB,WBA,HPE,FTV,HPE,EBAY,AAPL,NDAQ,WAB,USD,SRE,WM
7945,OXY,WELL,JNPR,QRVO,INTU,ANET,PPL,NTAP,PLD,SBUX,TTWO,CVS,PVH,AKAM,SCHW
7946,SPG,EOG,PSA,ECL,SPG,HRL,FIS,MDLZ,WTW,CMA,STX,VRTX,NSC,PCAR,RE
7947,F,ALLE,OXY,MAR,IBM,UHS,UNH,FFIV,LKQ,XEL,NSC,ROK,FMC,UA,MAA
7948,PAYX,TJX,ROP,ESS,TSN,EXPD,CPT,AME,CVX,UAL,FOX,HOLX,FFIV,TFC,IVZ
7949,IR,SWK,BIIB,OKE,AFL,EL,CDNS,INCY,XEL,MCK,JNJ,LMT,INTU,NOW,CCL
7950,ADP,NTRS,SYF,MTD,EL,ZION,ETR,EQIX,AMD,NEM,LNC,CE,LLY,CSCO,LIN
7951,HBAN,TT,PEAK,LEN,PFG,NSC,GNRC,LNC,JNPR,NI,MNST,EOG,WST,CPB,GM
7952,GPN,NWSA,ALGN,HOLX,CDAY,VMC,GPC,FAST,BRO,AAP,HD,FRT,ROP,CVX,CZR
7953,FCX,NWSA,MKC,NUE,APA,LW,USB,YUM,BBY,TXN,NOW,SRE,MMC,AAPL,HCA
7954,AEE,FDS,HII,AKAM,ISRG,AME,EPAM,FAST,FB,LHX,J,FTV,MMM,NCLH,QRVO
7955,PENN,MRO,MRNA,TFX,OMC,APTV,ROL,EQR,EXC,CEG,VRSK,AIG,VZ,AXP,BKNG
7956,TMO,AMD,UNH,ILMN,PEG,CVS,J,MMC,MCHP,PKI,FDX,YUM,NVR,QCOM,ZBH
7957,PEG,TSLA,ANSS,SYY,CTLT,ORCL,DUK,CAT,LH,LNT,AFL,ABT,LNC,ICE,ARE
7958,CSX,SEE,IFF,TER,SWK,CTXS,COP,FTNT,PTC,COP,KLAC,CE,OKE,PEG,CDNS
7959,PEP,HES,GRMN,TRMB,RMD,PWR,LMT,FDS,OXY,AFL,EQIX,EVRG,COO,FOXA,CTRA
7960,ANET,BIO,TXN,PTC,IR,HII,ETSY,DVA,WEC,VFC,EXC,IPGP,HOLX,TYL,PEG
